timestamp,lat,lon,speed,accelX,accelY,accelZ
1779294144188,53.2688,-1.26192,0.216684,-0.087596,0.055144,0.987712
1779294144288,53.2688,-1.26192,0.216684,-0.08784,0.055876,0.987468
1779294144388,53.2688,-1.26192,0.025928,-0.087596,0.054656,0.987956
1779294144488,53.2688,-1.26192,0.025928,-0.088572,0.055144,0.986004
1779294144588,53.2688,-1.26192,0.025928,-0.086864,0.055388,0.987224
1779294144688,53.2688,-1.26192,0.168532,-0.088328,0.055632,0.986492
1779294144789,53.2688,-1.26192,0.14816,-0.088084,0.056608,0.987224
1779294144889,53.2688,-1.26192,0.14816,-0.088328,0.055144,0.987956
1779294144989,53.2688,-1.26192,0.144456,-0.088328,0.055144,0.986736
1779294145089,53.2688,-1.26192,0.144456,-0.08784,0.055632,0.98576
1779294145189,53.2688,-1.26192,0.057412,-0.087596,0.057096,0.9882
1779294145289,53.2688,-1.26192,0.031484,-0.08784,0.055388,0.988688
1779294145389,53.2688,-1.26192,0.253724,-0.088084,0.056364,0.987468
1779294145489,53.2688,-1.26192,0.090748,-0.088084,0.05612,0.98698
1779294145589,53.2688,-1.26192,0.02778,-0.088572,0.055388,0.987468
1779294145689,53.2688,-1.26192,0.192608,-0.087108,0.055876,0.986492
1779294145789,53.2688,-1.26192,0.0463,-0.08662,0.055144,0.986248
1779294145889,53.2688,-1.26192,0.201868,-0.087352,0.055144,0.98576
1779294145989,53.2688,-1.26192,0.201868,-0.08784,0.055876,0.986492
1779294146090,53.2688,-1.26192,0.033336,-0.08906,0.056608,0.985028
1779294146190,53.2688,-1.26192,0.033336,-0.088084,0.057096,0.987468
1779294146290,53.2688,-1.26192,0.068524,-0.088328,0.055876,0.986004
1779294146390,53.2688,-1.26192,0.127788,-0.088084,0.056364,0.986492
1779294146490,53.2688,-1.26192,0.11112,-0.087108,0.055876,0.984784
1779294146590,53.2688,-1.26192,0.11112,-0.087596,0.055876,0.985028
1779294146690,53.2688,-1.26192,0.164828,-0.088328,0.055144,0.985272
1779294146790,53.2688,-1.26192,0.051856,-0.087108,0.0549,0.983808
1779294146890,53.2688,-1.26192,0.051856,-0.089304,0.055388,0.985272
1779294146990,53.2688,-1.26192,0.051856,-0.08784,0.055632,0.985272
1779294147090,53.2688,-1.26192,0.077784,-0.08784,0.0549,0.984296
1779294147190,53.2688,-1.26192,0.122232,-0.087596,0.055388,0.985272
1779294147290,53.2688,-1.26192,0.124084,-0.088084,0.055632,0.983808
1779294147390,53.2688,-1.26192,0.090748,-0.088328,0.054412,0.985028
1779294147490,53.2688,-1.26192,0.079636,-0.087352,0.055388,0.985272
1779294147591,53.2688,-1.26192,0.079636,-0.087596,0.054168,0.985272
1779294147691,53.2688,-1.26192,0.103712,-0.08784,0.05612,0.985516
1779294147791,53.2688,-1.26192,0.088896,-0.088084,0.0549,0.985028
1779294147891,53.2688,-1.26192,0.079636,-0.087352,0.055144,0.983564
1779294147991,53.2688,-1.26192,0.079636,-0.087352,0.055388,0.98454
1779294148091,53.2688,-1.26192,0.114824,-0.087596,0.055876,0.985272
1779294148191,53.2688,-1.26192,0.114824,-0.086864,0.054412,0.985272
1779294148291,53.2688,-1.26192,0.122232,-0.08906,0.054412,0.98576
1779294148391,53.2688,-1.26192,0.170384,-0.087108,0.055876,0.983564
1779294148491,53.2688,-1.26192,0.170384,-0.088328,0.055144,0.985028
1779294148591,53.2688,-1.26192,0.122232,-0.088572,0.054656,0.986248
1779294148691,53.2688,-1.26192,0.090748,-0.088572,0.05734,0.987468
1779294148791,53.2688,-1.26192,0.090748,-0.086864,0.0549,0.984296
1779294148891,53.2688,-1.26192,0.075932,-0.088084,0.056364,0.984296
1779294148991,53.2688,-1.26192,0.075932,-0.089304,0.055144,0.986248
1779294149092,53.2688,-1.26192,0.079636,-0.086864,0.054656,0.98576
1779294149192,53.2688,-1.26192,0.068524,-0.088084,0.056608,0.986248
1779294149292,53.2688,-1.26192,0.035188,-0.087352,0.055388,0.98698
1779294149392,53.2688,-1.26192,0.06482,-0.088084,0.055876,0.985272
1779294149492,53.2688,-1.26192,0.072228,-0.08784,0.054656,0.987956
1779294149592,53.2688,-1.26192,0.072228,-0.08784,0.053924,0.988688
1779294149692,53.2688,-1.26192,0.151864,-0.08906,0.055144,0.987712
1779294149792,53.2688,-1.26192,0.02778,-0.088572,0.05612,0.990152
1779294149892,53.2688,-1.26192,0.11112,-0.087108,0.0549,0.989664
1779294149992,53.2688,-1.26192,0.03704,-0.087352,0.055876,0.989176
1779294150092,53.2688,-1.26192,0.088896,-0.087596,0.055144,0.988932
1779294150192,53.2688,-1.26192,0.07408,-0.088328,0.055144,0.98942
1779294150292,53.2688,-1.26192,0.144456,-0.088084,0.056364,0.9882
1779294150392,53.2688,-1.26192,0.116676,-0.08662,0.0549,0.989664
1779294150492,53.2688,-1.26192,0.116676,-0.092476,0.061244,0.992104
1779294150593,53.2688,-1.26192,0.068524,-0.094672,0.055632,0.996496
1779294150693,53.2688,-1.26192,0.025928,-0.087352,0.05734,0.985272
1779294150793,53.2688,-1.26192,0.17594,-0.087352,0.057096,0.992104
1779294150893,53.2688,-1.26192,0.170384,-0.08662,0.054412,0.9882
1779294150993,53.2688,-1.26192,0.011112,-0.0854,0.055144,0.98454
1779294151093,53.2688,-1.26192,0.06482,-0.088572,0.054656,0.992592
1779294151193,53.2688,-1.26192,0.06482,-0.086864,0.05124,0.990884
1779294151293,53.2688,-1.26192,0.116676,-0.08784,0.055876,0.990396
1779294151393,53.2688,-1.26192,0.072228,-0.088572,0.054656,0.989908
1779294151493,53.2688,-1.26192,0.072228,-0.08906,0.05246,0.98942
1779294151593,53.2688,-1.26192,0.096304,-0.0915,0.05368,0.994544
1779294151693,53.2688,-1.26192,0.21298,-0.088572,0.054412,0.99064
1779294151793,53.2688,-1.26192,0.15742,-0.086132,0.057584,0.985272
1779294151893,53.2688,-1.26192,0.031484,-0.08784,0.053924,0.986492
1779294151993,53.2688,-1.26192,0.12038,-0.086864,0.050996,0.986492
1779294152094,53.2688,-1.26192,0.061116,-0.09394,0.0549,0.994056
1779294152194,53.2688,-1.26192,0.016668,-0.087108,0.056364,0.98088
1779294152294,53.2688,-1.26192,0.142604,-0.088816,0.056608,0.98332
1779294152394,53.2688,-1.26192,0.081488,-0.087596,0.054168,0.987224
